names	uris
Kaufman, Leo.	
Kaufman, Leo	
Kaufman, Mel B., 1879-1932	http://id.loc.gov/authorities/names/no2003018355
Kaufman, Philip, 1936-	
Kavanaugh, F. L.	
Kay, Paul	
Kaye, Buddy	http://id.loc.gov/authorities/names/n79018359
Kaye, Norman, 1922-2012	http://id.loc.gov/authorities/names/no2003018356
Kaye, Sammy, 1910-1987	http://id.loc.gov/authorities/names/n82078484
Kayser, H. E. (Heinrich Ernst), 1815-1888	http://id.loc.gov/authorities/names/n85027039
Kean, Helen Ashland	http://id.loc.gov/authorities/names/no2004009140
Keel, Frederick, 1871-1954	http://id.loc.gov/authorities/names/n83314255
Keeney, Wendell, 1903-1989	http://id.loc.gov/authorities/names/no92014403
Keiser, Robert A., 1862-1932	http://id.loc.gov/authorities/names/no2012117827
Keith, E. Austin	http://id.loc.gov/authorities/names/n2006008964
Keithley, E. Clinton, 1880-1955	http://id.loc.gov/authorities/names/no2007062437
Keller, C.	http://id.loc.gov/authorities/names/no2009153762
Keller, Edgar, 1868-1932	http://id.loc.gov/authorities/names/n86026434
Keller	
Kellette, John William	http://id.loc.gov/authorities/names/no2003029873
Kelly, E. Harry (Edward Harry), 1879-1955	http://id.loc.gov/authorities/names/no2003048083
Kelly	
Kempton, Lawrence	http://id.loc.gov/authorities/names/no2009179880
Kenbrovin, Jaan	http://id.loc.gov/authorities/names/no96042893
Kendis, James, 1883-1946	http://id.loc.gov/authorities/names/n93002485
Kennedy, Amanda	http://id.loc.gov/authorities/names/no2001054684
Kennedy, Jimmy	http://id.loc.gov/authorities/names/n81138356
Kennett, Karl	http://id.loc.gov/authorities/names/n99835526
Kenny, Charles, 1898-1992	http://id.loc.gov/authorities/names/no94000823
Kenny, Nick, 1895-1975	http://id.loc.gov/authorities/names/no94002445
Kenoa, Kapulé	http://id.loc.gov/authorities/names/no93008283
Kent, Arthur, 1920-	http://id.loc.gov/authorities/names/n78067247
Kent, Dick (Arranger)	http://id.loc.gov/authorities/names/no2015075454
Kent, Walter, 1911-1994	http://id.loc.gov/authorities/names/no97008229
Kenton, Stan	http://id.loc.gov/authorities/names/n81032095
Kern, Carl Wilhelm	http://id.loc.gov/authorities/names/no98123788
Kern, Jerome, 1885-1945	http://id.loc.gov/authorities/names/n80149466
Kernell, William, 1891-1963	http://id.loc.gov/authorities/names/no89016928
Kerr, Harry D., 1880-1957	http://id.loc.gov/authorities/names/no98101451
Kessler, John, 1904-1963	http://id.loc.gov/authorities/names/no99008439
Ketèlbey, Albert W. (Albert William), 1875-1959	http://id.loc.gov/authorities/names/n81078907
Khachaturi͡an, Aram, 1903-1978	http://id.loc.gov/authorities/names/n81059831
Kidder, Mary F.	
Kidwell, Lloyd	http://id.loc.gov/authorities/names/n2014042393
Kiel, Friedrich, 1821-1885	http://id.loc.gov/authorities/names/n84191383
Kilgour, Garfield	http://id.loc.gov/authorities/names/n92087144
Kilmer, Joyce, 1886-1918	http://id.loc.gov/authorities/names/n50046153
Kimball, F. R.	
King, Charles E., 1874-1950	http://id.loc.gov/authorities/names/n94017363
King, Irving	http://id.loc.gov/authorities/names/no2010141884
King, Jack	http://id.loc.gov/authorities/names/n85378810
King, Pee Wee, 1914-2000	http://id.loc.gov/authorities/names/n95074558
King, Robert, 1862-1932	http://id.loc.gov/authorities/names/no2003093731
King, Stoddard, 1889-1933	http://id.loc.gov/authorities/names/nr2003002767
King, Walter, 1899-1984	http://id.loc.gov/authorities/names/n85151533
King, Wayne, 1901-1985	http://id.loc.gov/authorities/names/n93067550
Kingsley, Charles, 1819-1875	http://id.loc.gov/authorities/names/n79062749
Kipling, Rudyard, 1865-1936	http://id.loc.gov/authorities/names/n79103792
Kirton, Dean	
Kjerulf, Halfdan, 1815-1868	http://id.loc.gov/authorities/names/n82152304
Klages, Raymond, 1888-1947	http://id.loc.gov/authorities/names/no95057945
Klarmann, Honora	http://id.loc.gov/authorities/names/no2006005471
Klauber, Marcy	http://id.loc.gov/authorities/names/n93058659
Klauser, Karl, 1823-1905	http://id.loc.gov/authorities/names/n93079054
Kleban, Edward	http://id.loc.gov/authorities/names/n92100123
Kleber, H. (Henry), 1816-1897	http://id.loc.gov/authorities/names/nr95045255
Klee, Ludwig, 1846-1920	http://id.loc.gov/authorities/names/n88093117
Klein, Bruno Oscar	http://id.loc.gov/authorities/names/no98031450
Klein, John, 1915-1981	http://id.loc.gov/authorities/names/n83166009
Klein, Joseph	http://id.loc.gov/authorities/names/n99001859
Klein, Lou, 1888-1945	http://id.loc.gov/authorities/names/no2008045268
Klein, Manuel, 1876-1919	http://id.loc.gov/authorities/names/n97876543
Klengel, Julius, 1859-1933	http://id.loc.gov/authorities/names/n82085725
Klenner, John, 1899-1955	http://id.loc.gov/authorities/names/no2005040825
Klickmann, F. Henri (Frank Henri), 1885-1966	http://id.loc.gov/authorities/names/no96047710
Klindworth, Karl	http://id.loc.gov/authorities/names/n84148378
Klingenberg, Johannes, 1852-1905	http://id.loc.gov/authorities/names/nr94005877
Klosé, Hyacinthe, 1808-1880	http://id.loc.gov/authorities/names/nr92021636
Knapp, J. F. (Johann Friedrich), 1776-1848	http://id.loc.gov/authorities/names/n88067700
Kneass, Nelson, 1823-1868 or 1869	http://id.loc.gov/authorities/names/nr95046234
Knight, Edward, approximately 1795-1833	http://id.loc.gov/authorities/names/no93029728
Knight, J. P.	http://id.loc.gov/authorities/names/nr89004385
Knight, Vick	http://id.loc.gov/authorities/names/n50042364
Knox, Paul J.	
Knox	
Koch, Adelaide R.	
Koch, Denise	http://id.loc.gov/authorities/names/no00033614
Kocicky, Sev	
Koehler, Ted, 1894-1973	http://id.loc.gov/authorities/names/n87911793
Koestner, Josef	http://id.loc.gov/authorities/names/nb2001020440
Kolʹt͡sov, A. V. (Alekseĭ Vasilʹevich), 1809-1842	http://id.loc.gov/authorities/names/n84095598
Korb, Arthur	http://id.loc.gov/authorities/names/no2006057766
Korman, Murray	http://id.loc.gov/authorities/names/n97858581
Kortlander, Max, 1890-1961	http://id.loc.gov/authorities/names/no99033738
Kosma, Joseph, 1905-1969	http://id.loc.gov/authorities/names/n85369395
Kostelanetz, Andre, 1901-1980	http://id.loc.gov/authorities/names/n81078384
Kovařík, F. (Ferry), 1899-1948	http://id.loc.gov/authorities/names/no2011172209
Krag, Vilhelm, 1871-1933	http://id.loc.gov/authorities/names/n82234812
Krakeur, Jacques	http://id.loc.gov/authorities/names/n2014002764
Kramer, A. Walter (Arthur Walter), 1890-1969	http://id.loc.gov/authorities/names/no90011224
Kramer, Alex, 1903-1998	http://id.loc.gov/authorities/names/no98088352
Krasnow, Hecky	http://id.loc.gov/authorities/names/n93021952
Krebs, Karl August, 1804-1880	http://id.loc.gov/authorities/names/n2002074580
Krehbiel, Henry Edward, 1854-1923	http://id.loc.gov/authorities/names/n80035828
Kreisler, Fritz, 1875-1962	http://id.loc.gov/authorities/names/n81015317
Kresa, Helmy, 1904-1991	http://id.loc.gov/authorities/names/no2003018357
Kreutzer, Rodolphe, 1766-1831	http://id.loc.gov/authorities/names/n86002052
Kriegsmann, James J.	http://id.loc.gov/authorities/names/n97864780
Kroeger, Ernest R. (Ernest Richard), 1862-1934	http://id.loc.gov/authorities/names/n90703922
Krogmann, C. W. (Carrie Williams), -1943	http://id.loc.gov/authorities/names/no2007006968
Krohn, Ernst C. (Ernst Christopher), 1888-1975	http://id.loc.gov/authorities/names/n88137260
Krouse, H. Sylvester	http://id.loc.gov/authorities/names/no2006066759
Krug, Diederich, 1821-1880	http://id.loc.gov/authorities/names/n82025142
Kruger, Jerrie	
Kücken, Friedrich Wilhelm, 1810-1882	http://id.loc.gov/authorities/names/n89646007
Kuhe, Wilhelm, 1823-1912	http://id.loc.gov/authorities/names/no2003002167
Kuhlau, Friedrich, 1786-1832	http://id.loc.gov/authorities/names/n81120377
Kuhler, Mary Fromeyer	
Kummel, Lou	
Kummer, Friedrich August, 1797-1879	http://id.loc.gov/authorities/names/no93018764
Kunkel, Charles, 1840-1923	http://id.loc.gov/authorities/names/no93019775
Kurtz, Ada	http://id.loc.gov/authorities/names/no2011008240
Kurtz, Manny, 1911-1984	http://id.loc.gov/authorities/names/no2007031393
Kurtz, Manny, 1911-1984	http://id.loc.gov/authorities/names/no2007031393
Livingston, Jerry, 1909-1987	http://id.loc.gov/authorities/names/no89012526
Kusik, Larry	http://id.loc.gov/authorities/names/n2011026654
Kutz, James Fulton, 1880-1976	http://id.loc.gov/authorities/names/no2011136284
Kvapil, Jaroslav, 1868-1950	http://id.loc.gov/authorities/names/n82113175
L. O. W.	
La Forge, Frank, 1879-1953	http://id.loc.gov/authorities/names/no89014836
La Hache, Théod. von (Théodor), 1822-1869	http://id.loc.gov/authorities/names/no93037921
La Montaine, John	http://id.loc.gov/authorities/names/n82054751
La Rosa, Julius	http://id.loc.gov/authorities/names/n94119813
La Ville de Mirmont, Jean de, 1886-1914	http://id.loc.gov/authorities/names/n86822080
Lacalle, Joseph M., 1859-1937	http://id.loc.gov/authorities/names/n00114934
Lachner, Ignaz, 1807-1895	http://id.loc.gov/authorities/names/n84042052
Lack, Théodore, 1846-1921	http://id.loc.gov/authorities/names/no96012372
Lacy, M. Rophino (Michael Rophino), 1795-1867	http://id.loc.gov/authorities/names/n82229229
Lagourgue, Charles	http://id.loc.gov/authorities/names/n90648688
Lai, Francis	http://id.loc.gov/authorities/names/n88605325
Lait, Jack, 1882-1954	http://id.loc.gov/authorities/names/no91004153
Lake, Francis	
Lake, Genevieve	http://id.loc.gov/authorities/names/nb2001005257
Lake, Mayhew, 1879-1955	http://id.loc.gov/authorities/names/n83129452
Lalo, Edouard, 1823-1892	http://id.loc.gov/authorities/names/n79071158
Lamb, Arthur J., 1870-1928	http://id.loc.gov/authorities/names/n92056864
Lamont, Leopold	
Lamothe, Georges, 1837-1894	http://id.loc.gov/authorities/names/no00036237
Lampe, J. B. (Jens Bodewalt), 1869-1929	http://id.loc.gov/authorities/names/no92013243
Lampert, Diane	http://id.loc.gov/authorities/names/no2006049633
Lampl, Carl G., 1898-1962	http://id.loc.gov/authorities/names/no2008034775
Lance, Milt	http://id.loc.gov/authorities/names/nb2001004046
Landor, Walter Savage, 1775-1864	http://id.loc.gov/authorities/names/n79093401
Lane, Burton, 1912-1997	http://id.loc.gov/authorities/names/n84007674
Lane, Eastwood, 1879-1951	http://id.loc.gov/authorities/names/n96025943
Lane, Gerald	http://id.loc.gov/authorities/names/nb90897422
Lane, John, 1917-1999	http://id.loc.gov/authorities/names/no97064343
Lane, Pud	http://id.loc.gov/authorities/names/no2009043218
Lang, Billy	http://id.loc.gov/authorities/names/no2006072961
Lang, Morton	
Langbridge, Frederick, 1849-1922	http://id.loc.gov/authorities/names/nr94016131
Lange, Arthur, 1889-1956	http://id.loc.gov/authorities/names/n86075552
Lange, Gustav, 1830-1889	http://id.loc.gov/authorities/names/n80080322
Lange, Johnny, approximately 1905-2006	http://id.loc.gov/authorities/names/no2007113804
Lange, Peter	http://id.loc.gov/authorities/names/n83233984
Lange, Robert John	http://id.loc.gov/authorities/names/no96028738
Lansing, G. L. (Gerrit L.), 1850-	http://id.loc.gov/authorities/names/n87819052
Lapham, Claude	http://id.loc.gov/authorities/names/n2002071876
Lara, Agustín, 1897-1970	http://id.loc.gov/authorities/names/n85290434
Larue, Jacques	http://id.loc.gov/authorities/names/no2006063688
Laska, Edward, 1894-1959	http://id.loc.gov/authorities/names/no2003018358
Latouche, John, 1914-1956	http://id.loc.gov/authorities/names/n85173090
Latta, Chester M	
Laufer, Calvin Weiss, 1874-1938	http://id.loc.gov/authorities/names/no93035185
Laurendeau, L. P. (Louis Philippe), 1861-1916	http://id.loc.gov/authorities/names/no2002099123
Lauschmann, Richard	http://id.loc.gov/authorities/names/n80041176
LaVere, Frank, 1917-1976	http://id.loc.gov/authorities/names/no2008152289
Lawlor, Chas. B. (Charles B.), 1852-1925	http://id.loc.gov/authorities/names/no2007148542
Lawnhurst, Vee	http://id.loc.gov/authorities/names/n93122207
Lawrence, Jack, 1912-2009	http://id.loc.gov/authorities/names/n90610255
Lawrence, Paul	
Lawrence, William, 1895-1981	http://id.loc.gov/authorities/names/no2010048969
Lawson, Corinne Moore	http://id.loc.gov/authorities/names/nb2009003108
Lawson, Malcolm	http://id.loc.gov/authorities/names/n78063455
Lawson, Paul	
Lawson, Robert	http://id.loc.gov/authorities/names/nr2003035553
Lax, Arnold T.	http://id.loc.gov/authorities/names/no2010171295
Lax	
Layton, Turner, 1894-1978	http://id.loc.gov/authorities/names/n80163851
Lazarus, Emma, 1849-1887	http://id.loc.gov/authorities/names/n79086283
Le Boy, Grace	http://id.loc.gov/authorities/names/n92064699
Le Duc, Carl	http://id.loc.gov/authorities/names/no2008164357
Le Gallienne, Richard, 1866-1947	http://id.loc.gov/authorities/names/n80057179
Le Seyeux, Jean, 1894-1957	http://id.loc.gov/authorities/names/n2014049141
Leader, Mickey	http://id.loc.gov/authorities/names/no2008157762
Leaman, Lou	http://id.loc.gov/authorities/names/no2002102877
Leap, Glenn C.	http://id.loc.gov/authorities/names/no2013008355
Learned, Walter, 1847-1915	http://id.loc.gov/authorities/names/no2002010783
Leavitt, H. Y.	
LeBaron, William, 1883-1958	http://id.loc.gov/authorities/names/n85248131
Lebert, Sigmund, 1821-1884	http://id.loc.gov/authorities/names/no88001018
Lebieg, Earl	http://id.loc.gov/authorities/names/no2009016189
Lebowsky, Stanley	http://id.loc.gov/authorities/names/n88600096
Leclair, Jean-Marie	
Lecuona, Ernesto, 1896-1963	http://id.loc.gov/authorities/names/n83005088
Lederer, Dezsö, b. 1858	
Lee, Dorothy	http://id.loc.gov/authorities/names/n82243364
Lee, Jimmy	http://id.loc.gov/authorities/names/no2014135256
Lee, Lester, 1905-1956	http://id.loc.gov/authorities/names/no95018848
Lee, Marvin, 1880-1949	http://id.loc.gov/authorities/names/no2003018359
Lee, Nancy	http://id.loc.gov/authorities/names/n78056441
Lee, Peggy, 1920-2002	http://id.loc.gov/authorities/names/n81072987
Lee, Sebastian, 1805-1887	http://id.loc.gov/authorities/names/n85077316
Lee, Stella	
Leeuwen, Arÿ van	http://id.loc.gov/authorities/names/n88037504
Lefavre, Jean	http://id.loc.gov/authorities/names/no2009134278
Lefébure-Wély, Louis James Alfred, 1817-1870	http://id.loc.gov/authorities/names/n83165851
Leff, 1901-2005	http://id.loc.gov/authorities/names/no2003013227
Legrand, Michel, 1932-	http://id.loc.gov/authorities/names/n82004250
Lehár, Franz, 1870-1948	http://id.loc.gov/authorities/names/n79095328
Lehmann, Johnny	http://id.loc.gov/authorities/names/no2011011162
Lehmann, Liza, 1862-1918	http://id.loc.gov/authorities/names/nr88005073
Leigh, Carolyn, 1926-1983	http://id.loc.gov/authorities/names/no92022807
Leigh, Mitch, 1928-2014	http://id.loc.gov/authorities/names/n88090379
Leighton, Herb, 1914-1991	http://id.loc.gov/authorities/names/no2011196738
Leip, Hans, 1893-1983	http://id.loc.gov/authorities/names/n50048330
Lemaire, Ferdinand	http://id.loc.gov/authorities/names/n83066578
Lemare, Edwin H. (Edwin Henry), 1865-1934	http://id.loc.gov/authorities/names/no89003804
Lemare, Jules	http://id.loc.gov/authorities/names/no2008015052
Lemon, Laura G., 1866-1924	http://id.loc.gov/authorities/names/nb2001004047
Lemonier, Tom, 1870-1945	http://id.loc.gov/authorities/names/no98131073
Lemont, Cedric W., 1879-1954	http://id.loc.gov/authorities/names/no92014719
Lennon, John, 1940-1980	http://id.loc.gov/authorities/names/n80017868
Lennon, Thomas, 1896-1963	http://id.loc.gov/authorities/names/no90026198
Lenoir, Jean, 1891-1976	http://id.loc.gov/authorities/names/n2002066738
Morse, Dolly, 1890-1953	http://id.loc.gov/authorities/names/no93013387
Lent, Ernest, 1856-1922	http://id.loc.gov/authorities/names/no2009138568
Leonard, Harry	http://id.loc.gov/authorities/names/n85176229
Leoncavallo, Ruggiero, 1858-1919	http://id.loc.gov/authorities/names/n79127150
Leoni, Franco, 1864-1949	http://id.loc.gov/authorities/names/no89004077
Leopold, J. Walter, 1890-1956	http://id.loc.gov/authorities/names/no91004163
Lermontov, Mikhail I͡Urʹevich, 1814-1841	http://id.loc.gov/authorities/names/n81032540
Lerner, Alan Jay, 1918-1986	http://id.loc.gov/authorities/names/n50050417
Lerner, Sammy	http://id.loc.gov/authorities/names/n88626296
Leschetizky, Theodor, 1830-1915	http://id.loc.gov/authorities/names/no88000705
Leslie, Edgar	http://id.loc.gov/authorities/names/n81046662
Letters, Will	http://id.loc.gov/authorities/names/n2011057016
Levant, Oscar, 1906-1972	http://id.loc.gov/authorities/names/no88004134
Leveen, Raymond, 1893-	http://id.loc.gov/authorities/names/nb99181434
Levenson, Robert, 1897-1961	http://id.loc.gov/authorities/names/no2006087583
Levey, Harold, 1894-1967	http://id.loc.gov/authorities/names/nr97019502
Levey, Henry	http://id.loc.gov/authorities/names/no2011098833
Levin, Ira, 1929-2007	http://id.loc.gov/authorities/names/n79045184
Levine, Henry, 1892-1976	http://id.loc.gov/authorities/names/n2011042640
Levine, Irwin, 1938-1997	http://id.loc.gov/authorities/names/no2009092696
Levitzki, Mischa, 1898-1941	http://id.loc.gov/authorities/names/n87110967
Levy, Eunice	http://id.loc.gov/authorities/names/no2003030676
Levy, J.	http://id.loc.gov/authorities/names/n86108647
Levy, Jules, 1838-1903	http://id.loc.gov/authorities/names/no95037050
Levy, Sol P. (Sol Paul), 1881-1920	http://id.loc.gov/authorities/names/no2008104584
Lewis and Young	
Lewis, Al, 1901-1967	http://id.loc.gov/authorities/names/no90011011
Lewis, Edna	http://id.loc.gov/authorities/names/n83208069
Lewis, Frederick	http://id.loc.gov/authorities/names/n94122357
Lewis, Harold, -1955	http://id.loc.gov/authorities/names/no2006126231
Lewis, Morgan, 1906-1968	http://id.loc.gov/authorities/names/n00114900
Lewis, Roger, 1885-1948	http://id.loc.gov/authorities/names/nb99190417
Lewis, Sam M., 1885-1959	http://id.loc.gov/authorities/names/no91012304
Lewis, Ted, 1892-1971	http://id.loc.gov/authorities/names/n93016143
Lewis, W. J. C.	
Lewis, William J. C.	
Leybach, J. (Joseph), 1817-1891	http://id.loc.gov/authorities/names/no88000407
Lible	
Lichner, Heinrich, 1829-1898	http://id.loc.gov/authorities/names/no98092892
Liddle, Faith	
Liddle, Samuel, 1868-1935?	http://id.loc.gov/authorities/names/n87144567
Liebling, Estelle, 1880-1970	http://id.loc.gov/authorities/names/no90013811
Liebowitz, Joseph	http://id.loc.gov/authorities/names/no2011177393
Lieck, R. A.	
Liégeois, Cornelis, 1860-1921	http://id.loc.gov/authorities/names/no2010036509
Lietermayer, Alexander	
Lieurance, Thurlow, 1878-1963	http://id.loc.gov/authorities/names/no93019876
Liftl, Franz J.	
Liggins, Joe	http://id.loc.gov/authorities/names/n95065509
Liliuokalani, Queen of Hawaii, 1838-1917	http://id.loc.gov/authorities/names/n83043744
Lilley, Joseph J., 1913-1971	http://id.loc.gov/authorities/names/no92015350
Lincke, Paul, 1866-1946	http://id.loc.gov/authorities/names/n82048692
Lincoln, Harry J., 1878-1937	http://id.loc.gov/authorities/names/no2003045319
Lindeman, Edith	http://id.loc.gov/authorities/names/no2013020127
Linden, Emily Seymour	
Lindsay, Chas	
Liné, Hans S.	http://id.loc.gov/authorities/names/no2004035627
Linet, Hank	http://id.loc.gov/authorities/names/no2005094536
Lingen, Thekla, 1866-1931	http://id.loc.gov/authorities/names/no95042830
Link, Harry, 1896-1956	http://id.loc.gov/authorities/names/no2003007529
Linley, George, 1798-1865	http://id.loc.gov/authorities/names/n82207963
Lippé, Edouard, 1884-1956	http://id.loc.gov/authorities/names/no2007067157
Lippman, Sidney	http://id.loc.gov/authorities/names/n93022236
Liszt, Franz, 1811-1886	http://id.loc.gov/authorities/names/n79079048
Little Eddie	http://id.loc.gov/authorities/names/n95090161
Little, George A., 1890-1946	http://id.loc.gov/authorities/names/no00086276
Little, Jack, 1900-1956	http://id.loc.gov/authorities/names/no00037716
Little, Joe	
Lively, Katherine Allan	http://id.loc.gov/authorities/names/no2012050121
Livingston, Bill, 1911-1989	http://id.loc.gov/authorities/names/no2002028871
Livingston, Fud, 1906-1957	http://id.loc.gov/authorities/names/no97048108
Livingston, Jay, 1915-2001	http://id.loc.gov/authorities/names/no92009135
Livingston, Jerry, 1909-1987	http://id.loc.gov/authorities/names/no89012526
Lloyd Webber, Andrew, 1948-	http://id.loc.gov/authorities/names/n81126807
Lloyd, Charles Francis, 1852-1917	http://id.loc.gov/authorities/names/no2009027028
Lloyd, Evans	http://id.loc.gov/authorities/names/n2013013992
Lloyd, J. Wm. (John William), 1857-1940	http://id.loc.gov/authorities/names/nr96017003
Loar, Lloyd	http://id.loc.gov/authorities/names/no2011189869
Lockhart, Gene, 1891-1957	http://id.loc.gov/authorities/names/n86138588
Lockton, Edward	http://id.loc.gov/authorities/names/no96005557
Lodge, Henry, 1884-1933	http://id.loc.gov/authorities/names/no98076056
Loeb, John Jacob	http://id.loc.gov/authorities/names/no98025324
Loeser, Albert	
Loesser, Frank, 1910-1969	http://id.loc.gov/authorities/names/n81133632
Loewe, Frederick, 1901-1988	http://id.loc.gov/authorities/names/n50047986
Logan, Frederic Knight, 1871-1928	http://id.loc.gov/authorities/names/no96050657
Logan, Virginia K. (Virginia Knight), 1850-1940	http://id.loc.gov/authorities/names/no2003025563
Löhner, Fritz, 1883-1942	http://id.loc.gov/authorities/names/n82101502
Löhr, Hermann, 1871-1943	http://id.loc.gov/authorities/names/no95019976
Lojeski, Ed	http://id.loc.gov/authorities/names/n90709708
Lombardo, Carmen, 1903-1971	http://id.loc.gov/authorities/names/no89010440
Long, Larry	http://id.loc.gov/authorities/names/no89003308
López Méndez, Ricardo, 1903-1989	http://id.loc.gov/authorities/names/n96047891
Lopez, Francis, 1916-1995	http://id.loc.gov/authorities/names/n88650064
Lopez, Vincent, 1894-1975	http://id.loc.gov/authorities/names/n82020540
Lord, Walter	http://id.loc.gov/authorities/names/n2014069292
Lorenz, Ellen Jane, 1907-1996	http://id.loc.gov/authorities/names/no93025034
Lorenzi, Giorgio, 1846-1922	http://id.loc.gov/authorities/names/nb2008013588
Lorenzo, Ange, 1894-1971	http://id.loc.gov/authorities/names/no98121746
Lorrain, Jean, 1855-1906	http://id.loc.gov/authorities/names/n50028761
Titman, Don	http://id.loc.gov/authorities/names/no2004007046
Losch, Abe, 1878-1937	http://id.loc.gov/authorities/names/no2006084641
Losey, F. H. (Frank Hoyt), 1870-1931	http://id.loc.gov/authorities/names/no93019643
Losse, F.	
Loth, L. Leslie (Louis Leslie), 1888-1974	http://id.loc.gov/authorities/names/n89636962
Lotti, Antonio, -1740	http://id.loc.gov/authorities/names/n83020584
Lovan, Lydia F.	
Loveday, Carroll, 1898-1955	http://id.loc.gov/authorities/names/no2002028678
Lovelace, Austin C. (Austin Cole), 1919-2010	http://id.loc.gov/authorities/names/n81072538
Lovelock, William (Lyricist)	http://id.loc.gov/authorities/names/n2014071559
Lover, Samuel, 1797-1868	http://id.loc.gov/authorities/names/n79091365
Lovett, Leroy, 1919-	http://id.loc.gov/authorities/names/no97048111
Lovette, Lily	
Lowden, C. Harold, 1883-1963	http://id.loc.gov/authorities/names/no98076336
Lowe, Bernie	http://id.loc.gov/authorities/names/no2006097709
Lowe, Bert	http://id.loc.gov/authorities/names/no2004089007
Lowe, Jim	http://id.loc.gov/authorities/names/nb2010032723
Lowe, Ruth, 1914-1981	http://id.loc.gov/authorities/names/n2003080397
Lowell, Jessica Hawley	
Lowen, Ben	
Lowenstein, Manuel	http://id.loc.gov/authorities/names/n2014071564
Lown, Bert	http://id.loc.gov/authorities/names/no93019430
Lowry, Robert, 1826-1899	http://id.loc.gov/authorities/names/n81150311
Lubin, Joe	http://id.loc.gov/authorities/names/no98020390
Lucas, Clarence, 1866-1947	http://id.loc.gov/authorities/names/n82228418
Luck, Andrew	
Luders, Gustav, 1865-1913	http://id.loc.gov/authorities/names/no88006244
Ludlow, Godfrey	http://id.loc.gov/authorities/names/no92027388
Ludwig, Harry	http://id.loc.gov/authorities/names/no2008163021
Lumbye, H. C. (Hans Christian), 1810-1874	http://id.loc.gov/authorities/names/n83176098
Lummis, Charles Fletcher, 1859-1928	http://id.loc.gov/authorities/names/n50043005
Luna de la Fuente, Gabriel, 1909-1956	http://id.loc.gov/authorities/names/no2015014113
Lussier, Charles	
Lyadov, Anatoly Konstantinovich, 1855-1914	http://id.loc.gov/authorities/names/n80158640
Lyman, Abe, 1897-1957	http://id.loc.gov/authorities/names/n83196093
Lynes, Frank, 1858-1913	http://id.loc.gov/authorities/names/no00100595
Lynton, Everett, 1888-1964	http://id.loc.gov/authorities/names/no2008148192
Lyons, Joe	http://id.loc.gov/authorities/names/no2005094312
Lyte, Henry Francis, 1793-1847	http://id.loc.gov/authorities/names/no90006511
Lytton, Edward Robert Bulwer Lytton, Earl of, 1831-1891	http://id.loc.gov/authorities/names/n81061467
M. B.	
M. L.	http://id.loc.gov/authorities/names/n85056865
M., F.	
MacBoyle, Darl, 1880-1942	http://id.loc.gov/authorities/names/no2008045260
MacDermid, James G., 1875-1960	http://id.loc.gov/authorities/names/no00099912
MacDonald, Ballard	http://id.loc.gov/authorities/names/n92082998
MacDonough, Glen, 1870-1924	http://id.loc.gov/authorities/names/n81100636
MacDowell, Edward, 1860-1908	http://id.loc.gov/authorities/names/n50053369
MacFadyen, Alexander	http://id.loc.gov/authorities/names/n85205478
MacGimsey, Robert, 1898-1979	http://id.loc.gov/authorities/names/no93025026
Mack, Cecil, 1883-1944	http://id.loc.gov/authorities/names/no95030839
Mack, Edward, 1826-1882	http://id.loc.gov/authorities/names/n95090742
Mackay, Charles, 1814-1889	http://id.loc.gov/authorities/names/n79127881
Macklin, Cecil, 1883-1944	http://id.loc.gov/authorities/names/nr2003001876
MacLean, Douglas, 1898-	http://id.loc.gov/authorities/names/no97010675
Macmurrough, Dermot, 1872-1943	http://id.loc.gov/authorities/names/no00056771
Macomber, Ken	http://id.loc.gov/authorities/names/no97008033
Macy, James Cartwright, 1845-1918	http://id.loc.gov/authorities/names/n82113975
Madden, Edward, 1878-1952	http://id.loc.gov/authorities/names/n92052296
Magidson, Herb, 1906-1986	http://id.loc.gov/authorities/names/no89003991
Magine, Frank, 1888-1979	http://id.loc.gov/authorities/names/no2002101549
Magnante, Charles	http://id.loc.gov/authorities/names/no98024081
Mahoney, Jack, 1882-1945	http://id.loc.gov/authorities/names/no2002105401
Mahoney, Will A.	
Malie, Tommie	http://id.loc.gov/authorities/names/no2006064323
Malkin, Joseph, 1879-1969	http://id.loc.gov/authorities/names/no97034203
Malneck, Matty	http://id.loc.gov/authorities/names/no90004234
Malone, George	http://id.loc.gov/authorities/names/n98106911
Malotte, Albert Hay, 1895-1964	http://id.loc.gov/authorities/names/no90021497
Maltin, Bernard, 1907-1952	http://id.loc.gov/authorities/names/no2004059845
Mana-Zucca	http://id.loc.gov/authorities/names/no88000433
Mancini, Henry	http://id.loc.gov/authorities/names/n81067977
Mandel Company (Milwaukee, Wis.)	http://id.loc.gov/authorities/names/n2008161641
Mandel, Frank, 1884-1958	http://id.loc.gov/authorities/names/no94000769
Mandel, Johnny	http://id.loc.gov/authorities/names/no90017628
Manley, Julia Marion	
Mann, David, 1916-2002	http://id.loc.gov/authorities/names/nb99185428
Mann, Kal, 1917-2001	http://id.loc.gov/authorities/names/no99012116
Manners, Henry	http://id.loc.gov/authorities/names/nr93023210
Manners, Zeke	http://id.loc.gov/authorities/names/n97875263
Manney, Charles Fonteyn, 1872-1951	http://id.loc.gov/authorities/names/no93023279
Manning, Dick	http://id.loc.gov/authorities/names/nb2001005213
Manning, Frederick S.	http://id.loc.gov/authorities/names/no2004043059
